,,,,,,,,
Number,NumberAssigned,NationalCode,AreaCode,Networkcode,SubscriberNumber,Golden,GW,SubscriberName
254207902222,Yes,254,20,790,2222,Yes,,XCOBean
254207902223,,254,20,790,2223,No,,
254207902224,,254,20,790,2224,,,
254207902225,,254,20,790,2225,,,
254207902226,,254,20,790,2226,,,
254207902227,,254,20,790,2227,,,
254207902228,,254,20,790,2228,,,
254207902229,,254,20,790,2229,,,
254207902230,,254,20,790,2230,,,
254207902231,,254,20,790,2231,,,
254207902232,,254,20,790,2232,,,
254207902233,,254,20,790,2233,,,
254207902234,,254,20,790,2234,,,
254207902235,,254,20,790,2235,,,
254207902236,,254,20,790,2236,,,
254207902237,,254,20,790,2237,,,
254207902238,,254,20,790,2238,,,
254207902239,,254,20,790,2239,,,
254207902240,,254,20,790,2240,,,
254207902241,,254,20,790,2241,,,
254207902242,,254,20,790,2242,,,
254207902243,,254,20,790,2243,,,
254207902244,No,254,20,790,2244,,,
254207902245,,254,20,790,2245,,,
254207902246,,254,20,790,2246,,,
254207902247,,254,20,790,2247,,,
254207902248,,254,20,790,2248,,,
254207902249,,254,20,790,2249,,,
254207902250,,254,20,790,2250,,,
254207902251,,254,20,790,2251,,,
254207902252,,254,20,790,2252,,,
254207902253,,254,20,790,2253,,,
254207902254,,254,20,790,2254,,,
254207902255,,254,20,790,2255,,,
254207902256,,254,20,790,2256,,,
254207902257,,254,20,790,2257,,,
254207902258,,254,20,790,2258,,,
254207902259,,254,20,790,2259,,,
254207902260,,254,20,790,2260,,,
254207902261,,254,20,790,2261,,,
254207902262,,254,20,790,2262,,,
254207902263,,254,20,790,2263,,,
254207902264,,254,20,790,2264,,,
254207902265,,254,20,790,2265,,,
254207902266,,254,20,790,2266,,,
254207902267,No,254,20,790,2267,,,
254207902268,,254,20,790,2268,,,
254207902269,,254,20,790,2269,,,
254207902270,,254,20,790,2270,,,
254207902271,,254,20,790,2271,,,
254207902272,Yes,254,20,790,2272,,,Transnet
254207902273,Yes,254,20,790,2273,,,Transnet
254207902274,Yes,254,20,790,2274,,,Transnet
254207902275,Yes,254,20,790,2275,,,Transnet
254207902276,,254,20,790,2276,,,
254207902277,,254,20,790,2277,,,
254207902278,,254,20,790,2278,,,
254207902279,,254,20,790,2279,,,
254207902280,,254,20,790,2280,,,
254207902281,,254,20,790,2281,,,
254207902282,,254,20,790,2282,,,
254207902283,,254,20,790,2283,,,
254207902284,,254,20,790,2284,,,
254207902285,,254,20,790,2285,,,
254207902286,,254,20,790,2286,,,
254207902287,,254,20,790,2287,,,
254207902288,,254,20,790,2288,,,
254207902289,,254,20,790,2289,,,
254207902290,,254,20,790,2290,,,
254207902291,,254,20,790,2291,,,
254207902292,,254,20,790,2292,,,
254207902293,,254,20,790,2293,,,
254207902294,,254,20,790,2294,,,
254207902295,,254,20,790,2295,,,
254207902296,,254,20,790,2296,,,
254207902297,,254,20,790,2297,,,
254207902298,,254,20,790,2298,,,
254207902299,,254,20,790,2299,,,
254207902300,Yes,254,20,790,2300,,,Dennis Owonga (Oraco Solutions Limited) (View Invoices)
254207902301,,254,20,790,2301,,,
254207902302,,254,20,790,2302,,,
254207902303,No,254,20,790,2303,,,
254207902304,,254,20,790,2304,,,
254207902305,,254,20,790,2305,,,
254207902306,,254,20,790,2306,,,
254207902307,,254,20,790,2307,,,
254207902308,,254,20,790,2308,,,
254207902309,,254,20,790,2309,,,
254207902310,,254,20,790,2310,,,
254207902311,,254,20,790,2311,,,
254207902312,,254,20,790,2312,,,
254207902313,,254,20,790,2313,,,
254207902314,,254,20,790,2314,,,
254207902315,,254,20,790,2315,,,
254207902316,,254,20,790,2316,,,
254207902317,,254,20,790,2317,,,
254207902318,,254,20,790,2318,,,
254207902319,,254,20,790,2319,,,
254207902320,,254,20,790,2320,,,
254207902321,,254,20,790,2321,,,
254207902322,,254,20,790,2322,,,
254207902323,,254,20,790,2323,,,
254207902324,,254,20,790,2324,,,
254207902325,,254,20,790,2325,,,
254207902326,,254,20,790,2326,,,
254207902327,,254,20,790,2327,,,
254207902328,,254,20,790,2328,,,
254207902329,,254,20,790,2329,,,
254207902330,Yes,254,20,790,2330,,LS02,Denri Africa
254207902331,Yes,254,20,790,2331,,LS02,Denri Africa
254207902332,Yes,254,20,790,2332,,LS02,Denri Africa
254207902333,Yes,254,20,790,2333,,LS02,Denri Africa
254207902334,Yes,254,20,790,2334,,LS02,Denri Africa
254207902335,Yes,254,20,790,2335,,LS02,Denri Africa
254207902336,Yes,254,20,790,2336,,LS02,Denri Africa
254207902337,Yes,254,20,790,2337,,LS02,Denri Africa
254207902338,Yes,254,20,790,2338,,LS02,Denri Africa
254207902339,Yes,254,20,790,2339,,LS02,Denri Africa
254207902340,Yes,254,20,790,2340,,LS02,Denri Africa
254207902341,Yes,254,20,790,2341,,LS02,Denri Africa
254207902342,Yes,254,20,790,2342,,LS02,Denri Africa
254207902343,Yes,254,20,790,2343,,LS02,Denri Africa
254207902344,Yes,254,20,790,2344,,LS02,Denri Africa
254207902345,Yes,254,20,790,2345,,LS02,Denri Africa
254207902346,Yes,254,20,790,2346,,LS02,Denri Africa
254207902347,Yes,254,20,790,2347,,LS02,Denri Africa
254207902348,Yes,254,20,790,2348,,LS02,Denri Africa
254207902349,Yes,254,20,790,2349,,LS02,Denri Africa
254207902350,,254,20,790,2350,,,
254207902351,,254,20,790,2351,,,
254207902352,,254,20,790,2352,,,
254207902353,,254,20,790,2353,,,
254207902354,,254,20,790,2354,,,
254207902355,,254,20,790,2355,,,
254207902356,,254,20,790,2356,,,
254207902357,,254,20,790,2357,,,
254207902358,,254,20,790,2358,,,
254207902359,,254,20,790,2359,,,
254207902360,,254,20,790,2360,,,
254207902361,,254,20,790,2361,,,
254207902362,,254,20,790,2362,,,
254207902363,,254,20,790,2363,,,
254207902364,,254,20,790,2364,,,
254207902365,,254,20,790,2365,,,
254207902366,,254,20,790,2366,,,
254207902367,,254,20,790,2367,,,
254207902368,,254,20,790,2368,,,
254207902369,,254,20,790,2369,,,
254207902370,,254,20,790,2370,,,
254207902371,,254,20,790,2371,,,
254207902372,,254,20,790,2372,,,
254207902373,,254,20,790,2373,,,
254207902374,,254,20,790,2374,,,
254207902375,,254,20,790,2375,,,
254207902376,,254,20,790,2376,,,
254207902377,No,254,20,790,2377,,,
254207902378,,254,20,790,2378,,,
254207902379,,254,20,790,2379,,,
254207902380,,254,20,790,2380,,,
254207902381,,254,20,790,2381,,,
254207902382,,254,20,790,2382,,,
254207902383,,254,20,790,2383,,,
254207902384,,254,20,790,2384,,,
254207902385,,254,20,790,2385,,,
254207902386,,254,20,790,2386,,,
254207902387,,254,20,790,2387,,,
254207902388,,254,20,790,2388,,,
254207902389,,254,20,790,2389,,,
254207902390,,254,20,790,2390,,,
254207902391,,254,20,790,2391,,,
254207902392,,254,20,790,2392,,,
254207902393,,254,20,790,2393,,,
254207902394,,254,20,790,2394,,,
254207902395,,254,20,790,2395,,,
254207902396,,254,20,790,2396,,,
254207902397,,254,20,790,2397,,,
254207902398,,254,20,790,2398,,,
254207902399,,254,20,790,2399,,,
254207902400,,254,20,790,2400,,,
254207902401,,254,20,790,2401,,,
254207902402,,254,20,790,2402,,,
254207902403,,254,20,790,2403,,,
254207902404,,254,20,790,2404,,,
254207902405,,254,20,790,2405,,,
254207902406,,254,20,790,2406,,,
254207902407,,254,20,790,2407,,,
254207902408,,254,20,790,2408,,,
254207902409,,254,20,790,2409,,,
254207902410,,254,20,790,2410,,,
254207902411,,254,20,790,2411,,,
254207902412,,254,20,790,2412,,,
254207902413,,254,20,790,2413,,,
254207902414,,254,20,790,2414,,,
254207902415,,254,20,790,2415,,,
254207902416,,254,20,790,2416,,,
254207902417,,254,20,790,2417,,,
254207902418,,254,20,790,2418,,,
254207902419,,254,20,790,2419,,,
254207902420,,254,20,790,2420,,,
254207902421,,254,20,790,2421,,,
254207902422,,254,20,790,2422,,,
254207902423,,254,20,790,2423,,,
254207902424,,254,20,790,2424,,,
254207902425,,254,20,790,2425,,,
254207902426,,254,20,790,2426,,,
254207902427,,254,20,790,2427,,,
254207902428,,254,20,790,2428,,,
254207902429,,254,20,790,2429,,,
254207902430,,254,20,790,2430,,,
254207902431,,254,20,790,2431,,,
254207902432,,254,20,790,2432,,,
254207902433,,254,20,790,2433,,,
254207902434,,254,20,790,2434,,,
254207902435,,254,20,790,2435,,,
254207902436,,254,20,790,2436,,,
254207902437,,254,20,790,2437,,,
254207902438,,254,20,790,2438,,,
254207902439,,254,20,790,2439,,,
254207902440,,254,20,790,2440,,,
254207902441,,254,20,790,2441,,,
254207902442,,254,20,790,2442,,,
254207902443,,254,20,790,2443,,,
254207902444,,254,20,790,2444,,,
254207902445,,254,20,790,2445,,,
254207902446,,254,20,790,2446,,,
254207902447,,254,20,790,2447,,,
254207902448,,254,20,790,2448,,,
254207902449,,254,20,790,2449,,,
254207902450,,254,20,790,2450,,,
254207902451,No,254,20,790,2451,,,
254207902452,,254,20,790,2452,,,
254207902453,,254,20,790,2453,,,
254207902454,,254,20,790,2454,,,
254207902455,,254,20,790,2455,,,
254207902456,,254,20,790,2456,,,
254207902457,,254,20,790,2457,,,
254207902458,,254,20,790,2458,,,
254207902459,,254,20,790,2459,,,
254207902460,,254,20,790,2460,,,
254207902461,,254,20,790,2461,,,
254207902462,,254,20,790,2462,,,
254207902463,,254,20,790,2463,,,
254207902464,,254,20,790,2464,,,
254207902465,,254,20,790,2465,,,
254207902466,,254,20,790,2466,,,
254207902467,,254,20,790,2467,,,
254207902468,,254,20,790,2468,,,
254207902469,,254,20,790,2469,,,
254207902470,,254,20,790,2470,,,
254207902471,,254,20,790,2471,,,
254207902472,,254,20,790,2472,,,
254207902473,,254,20,790,2473,,,
254207902474,,254,20,790,2474,,,
254207902475,,254,20,790,2475,,,
254207902476,,254,20,790,2476,,,
254207902477,,254,20,790,2477,,,
254207902478,,254,20,790,2478,,,
254207902479,,254,20,790,2479,,,
254207902480,,254,20,790,2480,,,
254207902481,,254,20,790,2481,,,
254207902482,,254,20,790,2482,,,
254207902483,,254,20,790,2483,,,
254207902484,,254,20,790,2484,,,
254207902485,,254,20,790,2485,,,
254207902486,,254,20,790,2486,,,
254207902487,,254,20,790,2487,,,
254207902488,,254,20,790,2488,,,
254207902489,,254,20,790,2489,,,
254207902490,,254,20,790,2490,,,
254207902491,,254,20,790,2491,,,
254207902492,,254,20,790,2492,,,
254207902493,,254,20,790,2493,,,
254207902494,,254,20,790,2494,,,
254207902495,,254,20,790,2495,,,
254207902496,,254,20,790,2496,,,
254207902497,,254,20,790,2497,,,
254207902498,,254,20,790,2498,,,
254207902499,,254,20,790,2499,,,
254207902500,Yes,254,20,790,2500,,,White Path
254207902501,Yes,254,20,790,2501,,,White Path
254207902502,Yes,254,20,790,2502,,,White Path
254207902503,Yes,254,20,790,2503,,,White Path
254207902504,Yes,254,20,790,2504,,,White Path
254207902505,Yes,254,20,790,2505,,,White Path
254207902506,Yes,254,20,790,2506,,,White Path
254207902507,Yes,254,20,790,2507,,,White Path
254207902508,Yes,254,20,790,2508,,,White Path
254207902509,Yes,254,20,790,2509,,,White Path
254207902510,Yes,254,20,790,2510,,,White Path
254207902511,Yes,254,20,790,2511,,,White Path
254207902512,Yes,254,20,790,2512,,,White Path
254207902513,Yes,254,20,790,2513,,,White Path
254207902514,Yes,254,20,790,2514,,,White Path
254207902515,Yes,254,20,790,2515,,,White Path
254207902516,Yes,254,20,790,2516,,,White Path
254207902517,Yes,254,20,790,2517,,,White Path
254207902518,Yes,254,20,790,2518,,,White Path
254207902519,Yes,254,20,790,2519,,,White Path
254207902520,Yes,254,20,790,2520,,,White Path
254207902521,Yes,254,20,790,2521,,,White Path
254207902522,Yes,254,20,790,2522,,,White Path
254207902523,Yes,254,20,790,2523,,,White Path
254207902524,Yes,254,20,790,2524,,,White Path
254207902525,Yes,254,20,790,2525,,,White Path
254207902526,Yes,254,20,790,2526,,,White Path
254207902527,Yes,254,20,790,2527,,,White Path
254207902528,Yes,254,20,790,2528,,,White Path
254207902529,Yes,254,20,790,2529,,,White Path
254207902530,Yes,254,20,790,2530,,,White Path
254207902531,Yes,254,20,790,2531,,,White Path
254207902532,Yes,254,20,790,2532,,,White Path
254207902533,Yes,254,20,790,2533,,,White Path
254207902534,Yes,254,20,790,2534,,,White Path
254207902535,Yes,254,20,790,2535,,,White Path
254207902536,Yes,254,20,790,2536,,,White Path
254207902537,Yes,254,20,790,2537,,,White Path
254207902538,Yes,254,20,790,2538,,,White Path
254207902539,Yes,254,20,790,2539,,,White Path
254207902540,Yes,254,20,790,2540,,,White Path
254207902541,Yes,254,20,790,2541,,,White Path
254207902542,Yes,254,20,790,2542,,,White Path
254207902543,Yes,254,20,790,2543,,,White Path
254207902544,Yes,254,20,790,2544,,,White Path
254207902545,Yes,254,20,790,2545,,,White Path
254207902546,Yes,254,20,790,2546,,,White Path
254207902547,Yes,254,20,790,2547,,,White Path
254207902548,Yes,254,20,790,2548,,,White Path
254207902549,Yes,254,20,790,2549,,,White Path
254207902550,Yes,254,20,790,2550,,,White Path
254207902551,Yes,254,20,790,2551,,,White Path
254207902552,Yes,254,20,790,2552,,,White Path
254207902553,Yes,254,20,790,2553,,,White Path
254207902554,Yes,254,20,790,2554,,,White Path
254207902555,Yes,254,20,790,2555,,,White Path
254207902556,Yes,254,20,790,2556,,,White Path
254207902557,Yes,254,20,790,2557,,,White Path
254207902558,Yes,254,20,790,2558,,,White Path
254207902559,Yes,254,20,790,2559,,,White Path
254207902560,Yes,254,20,790,2560,,,White Path
254207902561,Yes,254,20,790,2561,,,White Path
254207902562,Yes,254,20,790,2562,,,White Path
254207902563,Yes,254,20,790,2563,,,White Path
254207902564,Yes,254,20,790,2564,,,White Path
254207902565,Yes,254,20,790,2565,,,White Path
254207902566,Yes,254,20,790,2566,,,White Path
254207902567,Yes,254,20,790,2567,,,White Path
254207902568,Yes,254,20,790,2568,,,White Path
254207902569,Yes,254,20,790,2569,,,White Path
254207902570,Yes,254,20,790,2570,,,White Path
254207902571,Yes,254,20,790,2571,,,White Path
254207902572,Yes,254,20,790,2572,,,White Path
254207902573,Yes,254,20,790,2573,,,White Path
254207902574,Yes,254,20,790,2574,,,White Path
254207902575,Yes,254,20,790,2575,,,White Path
254207902576,Yes,254,20,790,2576,,,White Path
254207902577,Yes,254,20,790,2577,,,White Path
254207902578,Yes,254,20,790,2578,,,White Path
254207902579,Yes,254,20,790,2579,,,White Path
254207902580,Yes,254,20,790,2580,,,White Path
254207902581,Yes,254,20,790,2581,,,White Path
254207902582,Yes,254,20,790,2582,,,White Path
254207902583,Yes,254,20,790,2583,,,White Path
254207902584,Yes,254,20,790,2584,,,White Path
254207902585,Yes,254,20,790,2585,,,White Path
254207902586,Yes,254,20,790,2586,,,White Path
254207902587,Yes,254,20,790,2587,,,White Path
254207902588,Yes,254,20,790,2588,,,White Path
254207902589,Yes,254,20,790,2589,,,White Path
254207902590,Yes,254,20,790,2590,,,White Path
254207902591,Yes,254,20,790,2591,,,White Path
254207902592,Yes,254,20,790,2592,,,White Path
254207902593,Yes,254,20,790,2593,,,White Path
254207902594,Yes,254,20,790,2594,,,White Path
254207902595,Yes,254,20,790,2595,,,White Path
254207902596,Yes,254,20,790,2596,,,White Path
254207902597,Yes,254,20,790,2597,,,White Path
254207902598,Yes,254,20,790,2598,,,White Path
254207902599,Yes,254,20,790,2599,,,White Path
254207902600,Yes,254,20,790,2600,,,White Path
254207902601,Yes,254,20,790,2601,,,White Path
254207902602,Yes,254,20,790,2602,,,White Path
254207902603,Yes,254,20,790,2603,,,White Path
254207902604,Yes,254,20,790,2604,,,White Path
254207902605,Yes,254,20,790,2605,,,White Path
254207902606,Yes,254,20,790,2606,,,White Path
254207902607,Yes,254,20,790,2607,,,White Path
254207902608,Yes,254,20,790,2608,,,White Path
254207902609,Yes,254,20,790,2609,,,White Path
254207902610,Yes,254,20,790,2610,,,White Path
254207902611,Yes,254,20,790,2611,,,White Path
254207902612,Yes,254,20,790,2612,,,White Path
254207902613,Yes,254,20,790,2613,,,White Path
254207902614,Yes,254,20,790,2614,,,White Path
254207902615,Yes,254,20,790,2615,,,White Path
254207902616,Yes,254,20,790,2616,,,White Path
254207902617,Yes,254,20,790,2617,,,White Path
254207902618,Yes,254,20,790,2618,,,White Path
254207902619,Yes,254,20,790,2619,,,White Path
254207902620,Yes,254,20,790,2620,,,White Path
254207902621,Yes,254,20,790,2621,,,White Path
254207902622,Yes,254,20,790,2622,,,White Path
254207902623,Yes,254,20,790,2623,,,White Path
254207902624,Yes,254,20,790,2624,,,White Path
254207902625,Yes,254,20,790,2625,,,White Path
254207902626,Yes,254,20,790,2626,,,White Path
254207902627,Yes,254,20,790,2627,,,White Path
254207902628,Yes,254,20,790,2628,,,White Path
254207902629,Yes,254,20,790,2629,,,White Path
254207902630,Yes,254,20,790,2630,,,White Path
254207902631,Yes,254,20,790,2631,,,White Path
254207902632,Yes,254,20,790,2632,,,White Path
254207902633,Yes,254,20,790,2633,,,White Path
254207902634,Yes,254,20,790,2634,,,White Path
254207902635,Yes,254,20,790,2635,,,White Path
254207902636,Yes,254,20,790,2636,,,White Path
254207902637,Yes,254,20,790,2637,,,White Path
254207902638,Yes,254,20,790,2638,,,White Path
254207902639,Yes,254,20,790,2639,,,White Path
254207902640,Yes,254,20,790,2640,,,White Path
254207902641,Yes,254,20,790,2641,,,White Path
254207902642,Yes,254,20,790,2642,,,White Path
254207902643,Yes,254,20,790,2643,,,White Path
254207902644,Yes,254,20,790,2644,,,White Path
254207902645,Yes,254,20,790,2645,,,White Path
254207902646,Yes,254,20,790,2646,,,White Path
254207902647,Yes,254,20,790,2647,,,White Path
254207902648,Yes,254,20,790,2648,,,White Path
254207902649,Yes,254,20,790,2649,,,White Path
254207902650,Yes,254,20,790,2650,,,White Path
254207902651,Yes,254,20,790,2651,,,White Path
254207902652,Yes,254,20,790,2652,,,White Path
254207902653,Yes,254,20,790,2653,,,White Path
254207902654,Yes,254,20,790,2654,,,White Path
254207902655,Yes,254,20,790,2655,,,White Path
254207902656,Yes,254,20,790,2656,,,White Path
254207902657,Yes,254,20,790,2657,,,White Path
254207902658,Yes,254,20,790,2658,,,White Path
254207902659,Yes,254,20,790,2659,,,White Path
254207902660,Yes,254,20,790,2660,,,White Path
254207902661,Yes,254,20,790,2661,,,White Path
254207902662,Yes,254,20,790,2662,,,White Path
254207902663,Yes,254,20,790,2663,,,White Path
254207902664,Yes,254,20,790,2664,,,White Path
254207902665,Yes,254,20,790,2665,,,White Path
254207902666,Yes,254,20,790,2666,,,White Path
254207902667,Yes,254,20,790,2667,,,White Path
254207902668,Yes,254,20,790,2668,,,White Path
254207902669,Yes,254,20,790,2669,,,White Path
254207902670,Yes,254,20,790,2670,,,White Path
254207902671,Yes,254,20,790,2671,,,White Path
254207902672,Yes,254,20,790,2672,,,White Path
254207902673,Yes,254,20,790,2673,,,White Path
254207902674,Yes,254,20,790,2674,,,White Path
254207902675,Yes,254,20,790,2675,,,White Path
254207902676,Yes,254,20,790,2676,,,White Path
254207902677,Yes,254,20,790,2677,,,White Path
254207902678,Yes,254,20,790,2678,,,White Path
254207902679,Yes,254,20,790,2679,,,White Path
254207902680,Yes,254,20,790,2680,,,White Path
254207902681,Yes,254,20,790,2681,,,White Path
254207902682,Yes,254,20,790,2682,,,White Path
254207902683,Yes,254,20,790,2683,,,White Path
254207902684,Yes,254,20,790,2684,,,White Path
254207902685,Yes,254,20,790,2685,,,White Path
254207902686,Yes,254,20,790,2686,,,White Path
254207902687,Yes,254,20,790,2687,,,White Path
254207902688,Yes,254,20,790,2688,,,White Path
254207902689,Yes,254,20,790,2689,,,White Path
254207902690,Yes,254,20,790,2690,,,White Path
254207902691,Yes,254,20,790,2691,,,White Path
254207902692,Yes,254,20,790,2692,,,White Path
254207902693,Yes,254,20,790,2693,,,White Path
254207902694,Yes,254,20,790,2694,,,White Path
254207902695,Yes,254,20,790,2695,,,White Path
254207902696,Yes,254,20,790,2696,,,White Path
254207902697,Yes,254,20,790,2697,,,White Path
254207902698,Yes,254,20,790,2698,,,White Path
254207902699,Yes,254,20,790,2699,,,White Path
254207902700,Yes,254,20,790,2700,,,White Path
254207902701,Yes,254,20,790,2701,,,White Path
254207902702,Yes,254,20,790,2702,,,White Path
254207902703,Yes,254,20,790,2703,,,White Path
254207902704,Yes,254,20,790,2704,,,White Path
254207902705,Yes,254,20,790,2705,,,White Path
254207902706,Yes,254,20,790,2706,,,White Path
254207902707,Yes,254,20,790,2707,,,White Path
254207902708,Yes,254,20,790,2708,,,White Path
254207902709,Yes,254,20,790,2709,,,White Path
254207902710,Yes,254,20,790,2710,,,White Path
254207902711,Yes,254,20,790,2711,,,White Path
254207902712,Yes,254,20,790,2712,,,White Path
254207902713,Yes,254,20,790,2713,,,White Path
254207902714,Yes,254,20,790,2714,,,White Path
254207902715,Yes,254,20,790,2715,,,White Path
254207902716,Yes,254,20,790,2716,,,White Path
254207902717,Yes,254,20,790,2717,,,White Path
254207902718,Yes,254,20,790,2718,,,White Path
254207902719,Yes,254,20,790,2719,,,White Path
254207902720,Yes,254,20,790,2720,,,White Path
254207902721,Yes,254,20,790,2721,,,White Path
254207902722,Yes,254,20,790,2722,,,White Path
254207902723,Yes,254,20,790,2723,,,White Path
254207902724,Yes,254,20,790,2724,,,White Path
254207902725,Yes,254,20,790,2725,,,White Path
254207902726,Yes,254,20,790,2726,,,White Path
254207902727,Yes,254,20,790,2727,,,White Path
254207902728,Yes,254,20,790,2728,,,White Path
254207902729,Yes,254,20,790,2729,,,White Path
254207902730,Yes,254,20,790,2730,,,White Path
254207902731,Yes,254,20,790,2731,,,White Path
254207902732,Yes,254,20,790,2732,,,White Path
254207902733,Yes,254,20,790,2733,,,White Path
254207902734,Yes,254,20,790,2734,,,White Path
254207902735,Yes,254,20,790,2735,,,White Path
254207902736,Yes,254,20,790,2736,,,White Path
254207902737,Yes,254,20,790,2737,,,White Path
254207902738,Yes,254,20,790,2738,,,White Path
254207902739,Yes,254,20,790,2739,,,White Path
254207902740,Yes,254,20,790,2740,,,Firch
254207902741,Yes,254,20,790,2741,,,Firch
254207902742,Yes,254,20,790,2742,,,Firch
254207902743,Yes,254,20,790,2743,,,Firch
254207902744,Yes,254,20,790,2744,,,Firch
254207902745,Yes,254,20,790,2745,,,Firch
254207902746,Yes,254,20,790,2746,,,Firch
254207902747,Yes,254,20,790,2747,,,Firch
254207902748,Yes,254,20,790,2748,,,Firch
254207902749,Yes,254,20,790,2749,,,Firch
254207902750,Yes,254,20,790,2750,,,Firch
254207902751,Yes,254,20,790,2751,,,Firch
254207902752,Yes,254,20,790,2752,,,Firch
254207902753,Yes,254,20,790,2753,,,Firch
254207902754,Yes,254,20,790,2754,,,Firch
254207902755,Yes,254,20,790,2755,,,White Path
254207902756,Yes,254,20,790,2756,,,White Path
254207902757,Yes,254,20,790,2757,,,White Path
254207902758,Yes,254,20,790,2758,,,White Path
254207902759,Yes,254,20,790,2759,,,White Path
254207902760,Yes,254,20,790,2760,,,White Path
254207902761,Yes,254,20,790,2761,,,White Path
254207902762,Yes,254,20,790,2762,,,White Path
254207902763,Yes,254,20,790,2763,,,White Path
254207902764,Yes,254,20,790,2764,,,White Path
254207902765,Yes,254,20,790,2765,,,White Path
254207902766,Yes,254,20,790,2766,,,White Path
254207902767,Yes,254,20,790,2767,,,White Path
254207902768,Yes,254,20,790,2768,,,White Path
254207902769,Yes,254,20,790,2769,,,White Path
254207902770,Yes,254,20,790,2770,,,White Path
254207902771,Yes,254,20,790,2771,,,White Path
254207902772,Yes,254,20,790,2772,,,White Path
254207902773,Yes,254,20,790,2773,,,White Path
254207902774,Yes,254,20,790,2774,,,White Path
254207902775,Yes,254,20,790,2775,,,White Path
254207902776,Yes,254,20,790,2776,,,White Path
254207902777,Yes,254,20,790,2777,,,White Path
254207902778,Yes,254,20,790,2778,,,White Path
254207902779,Yes,254,20,790,2779,,,White Path
254207902780,Yes,254,20,790,2780,,,White Path
254207902781,Yes,254,20,790,2781,,,White Path
254207902782,Yes,254,20,790,2782,,,White Path
254207902783,Yes,254,20,790,2783,,,White Path
254207902784,Yes,254,20,790,2784,,,White Path
254207902785,Yes,254,20,790,2785,,,White Path
254207902786,Yes,254,20,790,2786,,,White Path
254207902787,Yes,254,20,790,2787,,,White Path
254207902788,Yes,254,20,790,2788,,,White Path
254207902789,Yes,254,20,790,2789,,,White Path
254207902790,Yes,254,20,790,2790,,,White Path
254207902791,Yes,254,20,790,2791,,,White Path
254207902792,Yes,254,20,790,2792,,,White Path
254207902793,Yes,254,20,790,2793,,,White Path
254207902794,Yes,254,20,790,2794,,,Technobrain Cellulant
254207902795,Yes,254,20,790,2795,,,White Path
254207902796,Yes,254,20,790,2796,,,White Path
254207902797,Yes,254,20,790,2797,,,White Path
254207902798,Yes,254,20,790,2798,,,White Path
254207902799,Yes,254,20,790,2799,,,White Path
254207902800,Yes,254,20,790,2800,,,XGO
254207902801,Yes,254,20,790,2801,,,XGO
254207902802,Yes,254,20,790,2802,,,XGO
254207902803,No,254,20,790,2803,,,
254207902804,Yes,254,20,790,2804,,,XGO
254207902805,Yes,254,20,790,2805,,,XGO
254207902806,Yes,254,20,790,2806,,,XGO
254207902807,Yes,254,20,790,2807,,,XGO
254207902808,Yes,254,20,790,2808,,,XGO
254207902809,Yes,254,20,790,2809,,,XGO
254207902810,Yes,254,20,790,2810,,,XGO
254207902811,Yes,254,20,790,2811,,,XGO
254207902812,Yes,254,20,790,2812,,,XGO
254207902813,Yes,254,20,790,2813,,,XGO
254207902814,Yes,254,20,790,2814,,,XGO
254207902815,Yes,254,20,790,2815,,,XGO
254207902816,Yes,254,20,790,2816,,,XGO
254207902817,Yes,254,20,790,2817,,,XGO
254207902818,Yes,254,20,790,2818,,,XGO
254207902819,Yes,254,20,790,2819,,,XGO
254207902820,Yes,254,20,790,2820,,,XGO
254207902821,Yes,254,20,790,2821,,,XGO
254207902822,Yes,254,20,790,2822,,,XGO
254207902823,Yes,254,20,790,2823,,,XGO
254207902824,Yes,254,20,790,2824,,,XGO
254207902825,Yes,254,20,790,2825,,,XGO
254207902826,Yes,254,20,790,2826,,,XGO
254207902827,Yes,254,20,790,2827,,,XGO
254207902828,Yes,254,20,790,2828,,,XGO
254207902829,Yes,254,20,790,2829,,,XGO
254207902830,Yes,254,20,790,2830,,,XGO
254207902831,Yes,254,20,790,2831,,,XGO
254207902832,Yes,254,20,790,2832,,,XGO
254207902833,Yes,254,20,790,2833,,,XGO
254207902834,Yes,254,20,790,2834,,,XGO
254207902835,Yes,254,20,790,2835,,,XGO
254207902836,Yes,254,20,790,2836,,,XGO
254207902837,Yes,254,20,790,2837,,,XGO
254207902838,Yes,254,20,790,2838,,,XGO
254207902839,Yes,254,20,790,2839,,,XGO
254207902840,Yes,254,20,790,2840,,,XGO
254207902841,Yes,254,20,790,2841,,,XGO
254207902842,Yes,254,20,790,2842,,,XGO
254207902843,Yes,254,20,790,2843,,,XGO
254207902844,Yes,254,20,790,2844,,,XGO
254207902845,Yes,254,20,790,2845,,,XGO
254207902846,Yes,254,20,790,2846,,,XGO
254207902847,Yes,254,20,790,2847,,,XGO
254207902848,Yes,254,20,790,2848,,,XGO
254207902849,Yes,254,20,790,2849,,,XGO
254207902850,Yes,254,20,790,2850,,,XGO
254207902851,Yes,254,20,790,2851,,,XGO
254207902852,Yes,254,20,790,2852,,,XGO
254207902853,Yes,254,20,790,2853,,,XGO
254207902854,Yes,254,20,790,2854,,,XGO
254207902855,Yes,254,20,790,2855,,,XGO
254207902856,Yes,254,20,790,2856,,,XGO
254207902857,Yes,254,20,790,2857,,,XGO
254207902858,Yes,254,20,790,2858,,,XGO
